_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Active
583,Valleyview Residence - 4 West,541 Finch Ave W,LTCH,Respiratory,Rhinovirus,None,2023-07-30,2023-08-15,N
584,Hellenic Home For The Aged - Ground Fl Unit,2411 Lawrence Ave E,LTCH,Respiratory,Rhinovirus,None,2023-07-29,2023-08-21,N
585,Hawthorne Place Care Centre - 2nd Fl,2045 Finch Ave W,LTCH,Respiratory,COVID-19,None,2023-07-28,2023-08-11,N
586,St. Bernard's Residence - 2nd & 3rd Fl,685 Finch Ave W,Retirement Home,Respiratory,Rhinovirus,None,2023-07-26,2023-08-08,N
587,Extendicare Rouge Valley - BSU,551 Conlins Rd,LTCH,Respiratory,COVID-19,None,2023-07-25,2023-08-24,N
588,Sinai Health System - Hennick Bridgepoint - 9 North,1 Bridgepoint Dr,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-07-25,2023-08-01,N
589,Fairview Nursing Home - 2nd Fl,14 Cross St,LTCH,Respiratory,Rhinovirus,None,2023-07-24,2023-08-05,N
590,Carefree Lodge,306 Finch Ave E,LTCH,Respiratory,Enterovirus,Rhinovirus,2023-07-23,2023-08-07,N
591,The Village Of Humber Heights - Wadsworth Neighborhood,2245 Lawrence Ave W,LTCH,Respiratory,Rhinovirus,None,2023-07-23,2023-08-14,N
592,The Teddington - 5th Fl,4 Teddington Park Ave,Retirement Home,Respiratory,COVID-19,None,2023-07-22,2023-07-31,N
593,Westside - 4th Fl East Wing,1145 Albion Rd,LTCH,Respiratory,Rhinovirus,None,2023-07-21,2023-08-04,N
594,"Craiglee Nursing Home - 2 East, 3 East & 3 West",102 Craiglee Dr,LTCH,Respiratory,COVID-19,None,2023-07-20,2023-08-04,N
595,Rockcliffe Care Community - 3rd Fl,3015 Lawrence Ave E,LTCH,Respiratory,Enterovirus/Rhinovirus,None,2023-07-20,2023-07-31,N
596,Cummer Lodge - 3rd Fl,205 Cummer Ave,LTCH,Respiratory,Metapneumovirus,None,2023-07-19,2023-08-04,N
597,Extendicare Scarborough,3830 Lawrence Ave E,LTCH,Respiratory,COVID-19,None,2023-07-19,2023-08-16,N
598,Kensington Gardens - The Kensington Health Centre - North Building,25 Brunswick Ave,LTCH,Respiratory,Rhinovirus,Parainfluenza,2023-07-19,2023-08-29,N
599,Queens Estate Retirement Residence - 3rd & 4th Fl,265 Queens Dr,Retirement Home,Respiratory,COVID-19,None,2023-07-19,2023-08-09,N
600,Kensington Gardens - The Kensington Health Centre - 3rd Fl,25 Brunswick Ave,LTCH,Enteric,Unable to identify,None,2023-07-18,2023-07-23,N
601,St. Clair O'Connor Community Nursing Home - 3rd Fl,2701 St Clair Ave East,LTCH,Respiratory,COVID-19,None,2023-07-17,2023-07-31,N
602,William Osler Health System - 7E (Cardiology Unit),101 Humber College Boulevard,Hospital-Acute Care,Respiratory,COVID-19,None,2023-07-17,2023-07-21,N
603,Sunnybrook Health Sciences Centre - Bayview Campus - C6,2075 Bayview Avenue,Hospital-Acute Care,Respiratory,COVID-19,None,2023-07-14,2023-07-21,N
604,UHN - Princess Margaret Hospital - 14A,610 University Ave,Hospital-Acute Care,Respiratory,Parainfluenza PIV III,None,2023-07-13,2023-08-02,N
605,Extendicare Bayview - South & East Unit,550 Cummer Ave,LTCH,Respiratory,Parainfluenza,None,2023-07-12,2023-08-02,N
606,Fountainview Care Community - 3rd Fl,1800 O'Connor Dr,LTCH,Enteric,Unable to identify,None,2023-07-12,2023-07-19,N
607,Terraces of Baycrest,55 Ameer Ave,Retirement Home,Respiratory,Influenza A (Not subtyped),None,2023-07-12,2023-07-22,N
608,Extendicare Bayview - East & South Units,550 Cummer Ave,LTCH,Respiratory,COVID-19,None,2023-07-11,2023-07-26,N
609,Wesburn Manor - 2 South,400 The West Mall,LTCH,Respiratory,COVID-19,None,2023-07-11,2023-07-24,N
610,Weston Terrace Care Community - 1A & 2A,2005 Lawrence Ave W,LTCH,Respiratory,COVID-19,None,2023-07-11,2023-08-11,N
611,Mon Sheong Scarborough Long Term Care Centre - 4th Fl (SPH Unit),2030 McNicoll Ave,LTCH,Respiratory,COVID-19,None,2023-07-10,2023-07-20,N
612,Midland Gardens Care Community - 3rd Fl South,130 Midland Ave,LTCH,Respiratory,Rhinovirus,None,2023-07-09,2023-07-24,N
613,Belmont House - 5WW,55 Belmont St,LTCH,Respiratory,COVID-19,None,2023-07-08,2023-08-03,N
614,Villa Colombo - Unit 5 Fidani,40 Playfair Ave,LTCH,Respiratory,Parainfluenza,None,2023-07-07,2023-08-03,N
615,The Wexford - 6th & 7th Fl,1860 Lawrence Ave E,LTCH,Respiratory,Parainfluenza,None,2023-07-05,2023-07-21,N
616,Kensington Gardens - 1W (North),45 Brunswick Ave,LTCH,Respiratory,Metapneumovirus,None,2023-07-04,2023-07-16,N
617,Labdara Lithuanian Nursing Home - Unit 2,5 Resurrection Rd,LTCH,Respiratory,Rhinovirus,None,2023-07-04,2023-07-22,N
618,St. Clair O'Connor Community Nursing Home - 3rd Fl,2701 St Clair Ave E,LTCH,Enteric,Unable to identify,None,2023-07-04,2023-07-13,N
619,North York General Hospital - Seniors' Health Centre - 1st & 2nd Fl,2 Buchan Crt,LTCH,Respiratory,Enterovirus/Rhinovirus,None,2023-07-03,2023-07-20,N
620,Mon Sheong Scarborough Long Term Care Centre - 2nd Fl South,2030 McNicoll Ave,LTCH,Respiratory,COVID-19,None,2023-07-01,2023-07-12,N
621,Delmanor Prince Edward - 4th Fl,4180 Dundas Street W,Retirement Home,Respiratory,COVID-19,None,2023-06-30,2023-07-12,N
622,"Extendicare Rouge Valley - Morish House, 3rd Fl Unit",551 Conlins Rd,LTCH,Respiratory,COVID-19,None,2023-06-30,2023-07-27,N
623,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LFSE & LFSW,2075 Bayview Ave,LTCH,Respiratory,Coronavirus*,None,2023-06-30,2023-07-08,N
624,University Health Network - Toronto Western - 8B,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-06-29,2023-07-06,N
625,Retirement Suites By The Lake - 2nd Fl,2121 Kingston Rd,Retirement Home,Respiratory,Unable to identify,None,2023-06-28,2023-07-06,N
626,Kensington Gardens - The Kensington Health Centre - Unit 2,45 Brunswick Ave,LTCH,Respiratory,Metapneumovirus,None,2023-06-27,2023-07-05,N
627,Runnymede Healthcare Centre - 3 East,625 Runnymede Road,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-06-27,2023-07-05,N
628,The Jewish Home for the Aged - 5EI,3560 Bathurst St,LTCH,Respiratory,COVID-19,None,2023-06-27,2023-07-09,N
629,Kennedy Lodge - 2 North,1400 Kennedy Rd,LTCH,Respiratory,Parainfluenza,None,2023-06-26,2023-07-06,N
630,Runnymede Healthcare Centre - 4E,625 Runnymede Road,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-06-26,2023-07-03,N
631,Villa Colombo Homes for the Aged - 2 Fusco North,40 Playfair Ave,LTCH,Respiratory,Enterovirus,Rhinovirus,2023-06-26,2023-07-04,N
632,Amica Bayview Gardens - 3rd Fl,19 Rean Dr,Retirement Home,Respiratory,COVID-19,None,2023-06-25,2023-07-08,N
633,Unity Health Toronto - Houses of Providence - HOP 1 East - Redwood,3276 St Clair Ave E,LTCH,Respiratory,COVID-19,None,2023-06-23,2023-07-04,N
634,Tendercare Living Centre - 2 East & 3rd Fl,1020 Mcnicoll Ave,LTCH,Respiratory,Parainfluenza,None,2023-06-21,2023-07-14,N
635,Chartwell Trilogy Long Term Care Residence - 7th Fl,340 McCowan Rd,LTCH,Respiratory,Coronavirus*,None,2023-06-17,2023-06-27,N
636,Humber Meadows Long-Term Care Home - 4th Fl Cardinal North Unit,2109 Finch Ave W,LTCH,Enteric,Unable to identify,None,2023-06-17,2023-06-26,N
637,Unity Health Toronto - Providence - B4,3276 St. Clair Ave E,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-06-16,2023-06-22,N
638,"Villa Colombo Homes for the Aged - 2 Fusco West, South & North",40 Playfair Ave,LTCH,Respiratory,COVID-19,None,2023-06-16,2023-07-04,N
639,Fieldstone Commons Care Community - 2A,1000 Ellesmere Rd,LTCH,Respiratory,COVID-19,None,2023-06-15,2023-07-01,N
640,Unity Health Toronto - Houses of Providence - HOP 1NE - Birch,3276 St. Clair Ave E,LTCH,Respiratory,COVID-19,None,2023-06-15,2023-06-27,N
641,Donway Place - 3rd & 4th Fl,8 The Donway E,Retirement Home,Respiratory,Rhinovirus,Enterovirus,2023-06-14,2023-07-05,N
642,"Scarborough Retirement Residence - 2nd, 3rd, 6th & 7th Fl",148 Markham Rd,Retirement Home,Respiratory,COVID-19,None,2023-06-13,2023-07-13,N
643,Chartwell Guildwood Retirement Residence - 2nd Fl (Memory Living),65 Livingston Rd,Retirement Home,Respiratory,COVID-19,None,2023-06-12,2023-06-26,N
644,Unity Health Toronto - Houses of Providence - HOP 2NW - Pine,3276 St Clair Ave E,LTCH,Respiratory,COVID-19,None,2023-06-10,2023-06-20,N
645,Unity Health Toronto - Houses of Providence - HOP 2E - Spruce,3276 St Clair Ave E,LTCH,Respiratory,COVID-19,None,2023-06-09,2023-06-15,N
646,Weston Terrace Care Community - 3A,2005 Lawrence Ave W,LTCH,Respiratory,COVID-19,None,2023-06-09,2023-06-28,N
647,Delmanor Prince Edward - 3rd & 5th Fl,4180 Dundas Street W,Retirement Home,Respiratory,COVID-19,None,2023-06-08,2023-06-28,N
648,Donway Place - North York - 2nd & 3rd Fl,8 The Donway E,Retirement Home,Respiratory,COVID-19,None,2023-06-07,2023-06-21,N
649,Eatonville Care Centre,420 The East Mall,LTCH,Respiratory,Influenza A (H1N1),None,2023-06-07,2023-06-27,N
650,"Norfinch Care Community - Unit 1A, 2A, 2B & 3A",22 Norfinch Dr,LTCH,Respiratory,COVID-19,None,2023-06-07,2023-07-20,N
651,Belmont House - 4WW,55 Belmont St,LTCH,Enteric,Unable to identify,None,2023-06-05,2023-06-12,N
652,Harmony Hills Care Community - 1A (Melody Lane) & 3A (Rainbow Valley),1800 O'Connor Drive,LTCH,Respiratory,COVID-19,None,2023-06-05,2023-06-16,N
653,Scarborough Retirement Residence - 4th Fl,148 Markham Rd,Retirement Home,Respiratory,Rhinovirus,None,2023-06-05,2023-06-12,N
654,Unity Health Toronto - Houses of Providence - HOP 2E - Chestnut,3276 St Clair Ave E,LTCH,Respiratory,COVID-19,None,2023-06-05,2023-06-16,N
655,McNicoll Manor/Moll Berczy Haus - 4 West,1020 McNicoll Ave,Retirement Home,Respiratory,COVID-19,None,2023-06-04,2023-06-14,N
656,Ina Grafton Gage Home - 2nd Fl,40 Bell Estate Rd,LTCH,Respiratory,COVID-19,None,2023-06-03,2023-06-15,N
657,Fudger House - 2 West,439 Sherbourne St,LTCH,Respiratory,COVID-19,None,2023-06-02,2023-06-12,N
658,"Yee Hong Centre - Scarborough Finch - 5th Fl, South",60 Scottfield Dr,LTCH,Respiratory,COVID-19,None,2023-06-01,2023-06-08,N
659,Dom Lipa - West 1 & West 2,52 Neilson Drive,LTCH,Respiratory,COVID-19,None,2023-05-31,2023-06-20,N
660,Extendicare Scarborough - 1st & 2nd Fl,3830 Lawrence Ave E,LTCH,Respiratory,Coronavirus*,None,2023-05-31,2023-06-10,N
661,Tony Stacey Centre for Veterans' Care,59 Lawson Rd,LTCH,Respiratory,COVID-19,None,2023-05-31,2023-06-22,N
662,UHN - Princess Margaret Hospital - 15B,610 University Ave,Hospital-Acute Care,Respiratory,Parainfluenza PIV III,None,2023-05-31,2023-06-15,N
663,Castleview Wychwood Towers - 5th Fl,351 Christie St,LTCH,Respiratory,COVID-19,None,2023-05-30,2023-06-19,N
664,Unity Health Toronto - St. Joseph's - 6G,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,None,2023-05-30,2023-06-09,N
665,William Osler Health System - RCC Church - 5th Fl,200 Church Street,Transitional Care,Respiratory,COVID-19,None,2023-05-30,2023-06-06,N
666,Cedarvale Terrace - 3rd & 5th Fl,429 Walmer Road,LTCH,Respiratory,COVID-19,None,2023-05-29,2023-06-27,N
667,Runnymede Healthcare Centre - 3 East,625 Runnymede Road,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-05-29,2023-06-07,N
668,North York General Hospital - General Site - 5 West,4001 Leslie Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-05-28,2023-06-14,N
669,Terraces of Baycrest - 6th Fl,55 Ameer Ave,LTCH,Respiratory,COVID-19,None,2023-05-27,2023-06-03,N
670,Unity Health Toronto - St. Joseph's - 4M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,None,2023-05-27,2023-06-03,N
671,Cedarbrook Lodge Retirement Residence - 2nd Fl,520 Markham Rd,Retirement Home,Respiratory,Unable to identify,None,2023-05-26,2023-06-04,N
672,Elm Grove Living Centre - 1st Fl,35 Elm Grove Ave,LTCH,Respiratory,COVID-19,None,2023-05-26,2023-06-22,N
673,The Heritage Nursing Home - 2nd Fl,1195 Queen St E,LTCH,Respiratory,Coronavirus*,Respiratory syncytial virus,2023-05-26,2023-06-19,N
674,Unity Health Toronto - Providence - D3,3276 St. Clair Avenue East,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-05-26,2023-06-01,N
675,Rockcliffe Care Community - 1st Fl,3015 Lawrence Ave E,LTCH,Respiratory,COVID-19,None,2023-05-25,2023-06-16,N
676,Belmont House,55 Belmont St,Retirement Home,Enteric,Norovirus,None,2023-05-24,2023-06-06,N
677,North York General Hospital - Seniors' Health Centre - 3rd Fl,2 Buchan Crt,LTCH,Respiratory,COVID-19,None,2023-05-24,2023-06-03,N
678,Centre for Addiction and Mental Health - Queen Street Site - PRT 6,1001 Queen Street West,Hospital-Psychiatric,Respiratory,COVID-19,None,2023-05-23,2023-06-02,N
679,Eatonville Care Centre - Unit 2,420 The East Mall,LTCH,Respiratory,Respiratory syncytial virus,None,2023-05-23,2023-06-01,N
680,The Wexford - 7th Fl,1860 Lawrence Ave E,LTCH,Respiratory,Metapneumovirus,None,2023-05-23,2023-06-04,N
681,University Health Network - Toronto Western - 8A,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-05-23,2023-05-31,N
682,Delmanor Wynford,187 Wynford Dr,Retirement Home,Respiratory,COVID-19,None,2023-05-22,2023-05-31,N
683,Hellenic Home - 3A,2411 Lawrence Ave E,LTCH,Respiratory,COVID-19,None,2023-05-22,2023-06-07,N
684,Fairview Nursing Home - 1st Fl,14 Cross St,LTCH,Respiratory,Respiratory syncytial virus,None,2023-05-21,2023-05-29,N
685,Centre for Addiction and Mental Health - Queen Street Site - Unit 3-5,1001 Queen Street West,Hospital-Psychiatric,Respiratory,COVID-19,None,2023-05-17,2023-05-30,N
686,Craiglee Nursing Home - 2 East,102 Craiglee Dr,LTCH,Respiratory,COVID-19,None,2023-05-17,2023-05-31,N
687,Retirement Suites by the Lake - 2nd & 3rd Fl,2121 Kingston Rd,Retirement Home,Respiratory,COVID-19,None,2023-05-17,2023-05-30,N
688,The O'Neill Centre - 2nd & 4th Fl,33 Christie St,LTCH,Respiratory,COVID-19,None,2023-05-16,2023-06-23,N
689,Castleview Wychwood Towers - 4W,351 Christie St,LTCH,Respiratory,COVID-19,None,2023-05-15,2023-05-29,N
690,Midland Gardens Care Community - 2nd & 6th Fl,130 Midland Ave,LTCH,Respiratory,Coronavirus*,Metapneumovirus,2023-05-15,2023-05-30,N
691,Cheltenham Care Community - 2nd Fl,5935 Bathurst St,LTCH,Respiratory,COVID-19,None,2023-05-13,2023-05-29,N
692,Jewish Home for the Aged - 6RF,3560 Bathurst St,LTCH,Respiratory,COVID-19,None,2023-05-13,2023-05-23,N
693,TEHN - Atrium At Kew Beach - MGH Affiliated Unit - 2nd Fl,500 Kingston Rd,Hospital-Chronic Care,Respiratory,Metapneumovirus,None,2023-05-12,2023-05-18,N
694,University Health Network - Toronto Western - 5B,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-05-12,2023-05-26,N
695,Sunnybrook Health Sciences Centre - LTSE & LTSW,2075 Bayview Ave,LTCH,Respiratory,Coronavirus*,None,2023-05-11,2023-05-27,N
696,Norwood Nursing Home - 1st Fl,122 Tyndall Ave,LTCH,Respiratory,COVID-19,None,2023-05-10,2023-05-16,N
697,Better Living at Thompson House - 3rd Fl,1 Overland Dr,LTCH,Respiratory,COVID-19,None,2023-05-09,2023-05-20,N
698,"Leaside Retirement Residence - 2nd Fl, 3rd Fl (MC) & 7th Fl Building 10",10 -14 William Morgan Drive,Retirement Home,Respiratory,COVID-19,None,2023-05-09,2023-06-01,N
699,Belmont House,55 Belmont Street,Retirement Home,Respiratory,COVID-19,None,2023-05-08,2023-05-15,N
700,Holland Bloorview Kids Rehabilitation Hospital - SODR (Rehab),150 Kilgour Rd,Hospital-Chronic Care,Respiratory,Parainfluenza PIV III,None,2023-05-08,2023-05-12,N
701,Centre for Addiction and Mental Health - Queen Street Site - Unit 3-3,1001 Queen Street West,Hospital-Psychiatric,Respiratory,COVID-19,None,2023-05-05,2023-05-18,N
702,Fairview Nursing Home - 3rd Fl,14 Cross St,LTCH,Respiratory,Respiratory syncytial virus,None,2023-05-05,2023-05-16,N
703,"Fudger House - 1E, 1W, 2E & 3E",439 Sherbourne St,LTCH,Respiratory,COVID-19,None,2023-05-04,2023-06-01,N
704,Scarborough Health Network - General Hospital - T7 - Med,3050 Lawrence Ave E,Hospital-Acute Care,Respiratory,Respiratory syncytial virus,None,2023-05-04,2023-05-17,N
705,"Scarborough Retirement Residence - 2nd, 4th & 7th Fl",148 Markham Rd,Retirement Home,Respiratory,Coronavirus*,Parainfluenza,2023-05-04,2023-05-23,N
706,"Chester Village - 2E, 3E, 4E, 1W & 2W",3555 Danforth Ave,LTCH,Respiratory,COVID-19,None,2023-05-03,2023-06-15,N
707,Belmont House - 3WW,55 Belmont St,LTCH,Respiratory,Metapneumovirus,None,2023-05-02,2023-05-18,N
708,North York General Hospital - Seniors' Health Centre - 2nd & 4th Fl,2 Buchan Crt,LTCH,Respiratory,COVID-19,None,2023-05-02,2023-05-24,N
709,Lakeside Long Term Care Centre - 2nd & 3rd Fl,150 Dunn Ave,LTCH,Respiratory,COVID-19,None,2023-05-01,2023-05-18,N
710,"Rockcliffe Care Community - 1st, 2nd & 3rd Fl",3015 Lawrence Ave E,LTCH,Respiratory,Metapneumovirus,None,2023-05-01,2023-06-14,N
711,St. George Care Community - 2nd Fl,225 St. George St,LTCH,Respiratory,COVID-19,None,2023-05-01,2023-05-16,N
712,Eatonville Care Centre - Unit 2 & 4,420 The East Mall,LTCH,Respiratory,Respiratory syncytial virus,None,2023-04-30,2023-05-11,N
713,Villa Colombo Homes for the Aged - 3 Fusco West,40 Playfair Ave,LTCH,Respiratory,Respiratory syncytial virus,None,2023-04-29,2023-05-08,N
714,Aspira Kensington Place Retirement Living - 6th Fl,866 Sheppard Ave,Retirement Home,Respiratory,Coronavirus*,Rhinovirus,2023-04-28,2023-05-11,N
715,Christie Gardens - Annex Neighbourhood & Seaton Neighbourhood,600 Melita Cres,LTCH,Respiratory,COVID-19,None,2023-04-28,2023-05-15,N
716,The Village Of Humber Heights - Islington,2245 Lawrence Ave W,LTCH,Respiratory,Metapneumovirus,None,2023-04-28,2023-05-15,N
717,Unity Health Toronto - St. Joseph's Health Centre - CYSTO Department,30 The Queensway,Hospital-Acute Care,Enteric,Unable to identify,None,2023-04-28,2023-05-03,N
718,Seven Oaks - 5th Fl,9 Neilson Rd,LTCH,Respiratory,Rhinovirus,None,2023-04-27,2023-05-08,N
719,Baycrest Hospital - North York - 6 West,3560 Bathurst Street,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-04-26,2023-05-04,N
720,Centre for Addiction And Mental Health - GAU-A,1001 Queen St W,Hospital-Psychiatric,Respiratory,Streptococcus pyogenes,None,2023-04-26,2023-05-15,N
721,Main Street Terrace - 2nd Fl,77 Main St,LTCH,Respiratory,COVID-19,None,2023-04-26,2023-05-08,N
722,One Kenton Place - 3rd Fl,1-3 Kenton Dr,Retirement Home,Respiratory,COVID-19,None,2023-04-26,2023-05-04,N
723,Pine Villa Transitional Care,1035 Eglinton Ave W,Hospital-Chronic Care,Enteric,Norovirus,None,2023-04-26,2023-05-03,N
724,St. George Care Community - 1st Fl,225 St George St,LTCH,Respiratory,Rhinovirus,None,2023-04-26,2023-05-01,N
725,North York General Hospital - General Site - 5W (Medicine/Rehab),4001 Leslie Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-04-25,2023-05-09,N
726,Sunnybrook Health Sciences Centre - F2 & PICU,2075 Bayview Ave,Hospital-Acute Care,Respiratory,Coronavirus*,None,2023-04-25,2023-05-06,N
727,New Horizons Tower - 9th Fl,1140 Bloor St W,Retirement Home,Respiratory,COVID-19,None,2023-04-24,2023-05-03,N
728,Presentation Manor for Seniors - 2nd Fl (IL & AL) & 3rd Fl (IL & AL),61 Fairfax Cres,Retirement Home,Respiratory,COVID-19,None,2023-04-24,2023-05-10,N
729,Cummer Lodge - 3 North & 4 North,205 Cummer Ave,LTCH,Respiratory,COVID-19,None,2023-04-23,2023-05-13,N
730,Cummer Lodge - 2 South,205 Cummer Ave,LTCH,Enteric,Unable to identify,None,2023-04-22,2023-05-01,N
731,Valleyview Residence - 2E & 2W,541 Finch Ave W,LTCH,Respiratory,Parainfluenza,None,2023-04-22,2023-05-23,N
732,Westside - 2nd & 4th Fl,1145 Albion Rd,LTCH,Respiratory,COVID-19,None,2023-04-22,2023-05-18,N
733,Lakeside Long Term Care Centre - 1st Fl,150 Dunn Ave,LTCH,Respiratory,Metapneumovirus,None,2023-04-21,2023-05-05,N
734,Midland Gardens Care Community - 5th & 6th Fl,130 Midland Ave,LTCH,Respiratory,Coronavirus*,Metapneumovirus,2023-04-20,2023-05-12,N
735,Norfinch Care Community - Unit 3A,22 Norfinch Dr,LTCH,Respiratory,Metapneumovirus,None,2023-04-20,2023-05-03,N
736,St. George Care Community - 2nd Fl,225 St. George St,LTCH,Respiratory,COVID-19,None,2023-04-20,2023-04-27,N
737,Chartwell Trilogy Long Term Care Residence - 2nd Fl,340 McCowan Rd,LTCH,Respiratory,Enterovirus,Rhinovirus,2023-04-19,2023-04-28,N
738,Craiglee Nursing Home - 3 East,102 Craiglee Dr,LTCH,Respiratory,COVID-19,None,2023-04-19,2023-04-29,N
739,RCC - William Osler Health System - Church Site - 5th Fl,200 Church St,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-04-19,2023-04-24,N
740,"Bendale Acres - 2 West, 3rd & 6th Fl",2920 Lawrence Ave E,LTCH,Respiratory,Rhinovirus,None,2023-04-18,2023-05-26,N
741,Harmony Hills Care Community - 2nd Fl,1800 O'Connor Drive,LTCH,Respiratory,COVID-19,None,2023-04-18,2023-04-27,N
742,Ina Grafton Gage Home - 1st Fl,40 Bell Estate Rd,LTCH,Respiratory,Enterovirus/Rhinovirus,None,2023-04-18,2023-05-11,N
743,Sunnybrook Health Sciences Centre - St. John's Rehab - A3,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-04-18,2023-04-26,N
744,The Briton House - 7th Fl (North Tower),700 & 720 Mount Pleasant Road,Retirement Home,Respiratory,COVID-19,None,2023-04-18,2023-05-04,N
745,Cedarbrook Lodge Retirement Residence - 5th Fl,520 Markham Road,Retirement Home,Respiratory,COVID-19,None,2023-04-17,2023-04-27,N
746,Harold and Grace Baker Centre - A & C Wing,1 Northwestern Ave,LTCH,Respiratory,Metapneumovirus,None,2023-04-17,2023-04-24,N
747,Jewish Home for the Aged - 7RF,3560 Bathurst St,LTCH,Respiratory,COVID-19,None,2023-04-17,2023-04-27,N
748,Unity Health - St. Joseph's Health Centre - 6G,30 The Queensway,Hospital-Acute Care,Enteric,Norovirus,None,2023-04-17,2023-04-25,N
749,University Health Network - Toronto Western - 8B,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-04-17,2023-04-28,N
750,University Health Network - Toronto Western - 9B,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-04-17,2023-04-25,N
751,William Osler Health System - 10W Respirology Unit,101 Humber College Boulevard,Hospital-Acute Care,Respiratory,COVID-19,None,2023-04-17,2023-05-03,N
752,Elm Grove Living Centre - 2nd Fl,35 Elm Grove Ave,LTCH,Respiratory,COVID-19,None,2023-04-16,2023-04-25,N
753,RCC - Mackenzie Health Hospital - Finch Site - 4 East,2111 Finch Ave W,Transitional Care,Respiratory,COVID-19,None,2023-04-16,2023-04-26,N
754,RCC - Mackenzie Health Hospital - Finch Site - 3 (West & East),2111 Finch Ave W,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-04-15,2023-05-01,N
755,Shepherd Terrace Retirement Residence - 5th Fl,3758 Sheppard Avenue E,Retirement Home,Respiratory,COVID-19,None,2023-04-14,2023-04-27,N
756,UHN - Princess Margaret Hospital - 15B,610 University Ave,Hospital-Acute Care,Respiratory,Parainfluenza PIV III,None,2023-04-14,2023-05-13,N
757,"Altamont Care Community - Wing 1, 2 & 3",92 Island Rd,LTCH,Respiratory,COVID-19,None,2023-04-13,2023-05-01,N
758,Forest Hill Place,645 Castlefield Ave,Retirement Home,Respiratory,COVID-19,None,2023-04-13,2023-04-27,N
759,RCC - Humber River Hospital - Church Site - A2N,200 Church Street,Transitional Care,Respiratory,COVID-19,None,2023-04-13,2023-04-27,N
760,St. George Care Community - 5th Fl,225 St. George St,LTCH,Respiratory,Unable to identify,None,2023-04-13,2023-04-20,N
761,RCC - Southlake Regional Health Centre - Finch Site - 6 West,2111 Finch Ave W,Transitional Care,Respiratory,COVID-19,None,2023-04-12,2023-04-25,N
762,Amica On the Avenue - Main Fl (Dining Rm),1066 Avenue Rd,Retirement Home,Respiratory,COVID-19,None,2023-04-11,2023-04-21,N
763,Mon Sheong Scarborough Long Term Care Centre - 2nd Fl North,2030 McNicoll Ave,LTCH,Respiratory,Enterovirus/Rhinovirus,None,2023-04-10,2023-04-17,N
764,Nisbet Lodge - 10th & 11th Fl,740 Pape Ave,LTCH,Respiratory,COVID-19,None,2023-04-10,2023-04-26,N
765,Nisbet Lodge - 8th Fl,740 Pape Ave,LTCH,Enteric,Unable to identify,None,2023-04-10,2023-04-25,N
766,Runnymede Healthcare Centre - 3E,625 Runnymede Rd,Hospital-Chronic Care,Enteric,Norovirus,None,2023-04-10,2023-04-19,N
767,"The Kensington Gardens - 3W, 4E & 4W",25 Brunswick Ave,LTCH,Respiratory,COVID-19,None,2023-04-10,2023-04-28,N
768,Unity Health Toronto - St. Michael's - 9CG,30 Bond Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-04-10,2023-04-18,N
769,Villa Colombo Homes for the Aged - 3 Fusco (North & South),40 Playfair Ave,LTCH,Respiratory,Respiratory syncytial virus,None,2023-04-10,2023-05-01,N
770,The Heritage Nursing Home - 1st Fl,1195 Queen St E,LTCH,Respiratory,Respiratory syncytial virus,None,2023-04-09,2023-04-21,N
771,Unity Health Toronto - St. Michael's - 7CCV,30 Bond Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-04-09,2023-04-22,N
772,Downsview Long Term Care Centre - Unit 2N,3595 Keele St,LTCH,Respiratory,Metapneumovirus,Rhinovirus,2023-04-07,2023-04-17,N
773,North York General Hospital - Seniors' Health Centre - 1st Fl East & West Wing,2 Buchan Crt,LTCH,Respiratory,Enterovirus/Rhinovirus,None,2023-04-06,2023-04-18,N
774,One Kenton Place - 1st Fl,1-3 Kenton Dr,Retirement Home,Respiratory,COVID-19,None,2023-04-06,2023-04-24,N
